id,title,skuid
1155193766,CABO DE VELA ROLO 10 METROS,c73dd835-b3ab-4dcf-8549-32c227d9081d
1155193771,CABO DE VELOCIMETRO,ecb4099a-83ea-4ea3-b9e3-5670534a8d83
1155193776,CABO DO FREIO CBS,2d76ffc3-19d0-45c4-9490-cec8dd3fe5e9
1155193780,CABO DO FREIO DIANTEIRO,dde488a8-6c13-446d-a679-e1f202220107
1155193786,CACHIMBO DE VELA,3273f2f2-bcb7-438c-b743-55b98f9e0ea7
1155193791,CAIXA DE AR COMPLETA,bb43e8ca-921c-497b-8738-c394b8c250e9
1155193799,CAIXA DE DIRECAO,b7daaf5c-027d-498d-aae5-43d2a48aaeb5
1155193807,CAIXA DE ENGRENAGEM DO VELOCIMETRO,47c1aa87-fb28-4964-9294-4939491850af
1155193813,CAIXA DE PLASTICO DA BATERIA,4b2f2624-6bfa-4a1a-887b-ef2077706092
1155193818,CAIXA DO FILTRO DE AR COMPLETA,c8d5c0e6-1ab4-4916-90f9-0809e8ebaa8c
1155193824,CALCO DE AJUSTE,dde488a8-6c13-446d-a679-e1f202220113
1155193830,CAME DO FREIO DIANTEIRO,dde488a8-6c13-446d-a679-e1f202220118
1155193837,CAME DO FREIO TRASEIRO,f04620c0-98d5-4d68-9d14-99427e866997
1155193844,CAMPANA DA EMBREAGEM,ad4ad5af-9a75-4499-a609-4439673c5a18
1155193854,CANISTER RESERVATORIO PARA VAPOR DE COMBUSTIVEL,dde488a8-6c13-446d-a679-e1f202220121
1155193862,CAPA DA CORRENTE DE TRANSMISSAO,33784949-a8d3-49c7-ac2f-df23216e5074
1155193866,CAPA DE PLASTICO DA TRAVA DA MESA DO GUIDAO,dde488a8-6c13-446d-a679-e1f202220122
1155193873,CAPA DO BANCO,8dd1b578-cff7-40dc-b8ee-3cf63a02f143
1155193878,CAPA INFERIOR DA CORRENTE DE TRANSMISSAO,87a842ba-d65b-4b39-b920-a254eb869284
1155193884,CAPA PLASTICA DIANTEIRA DO MOTOR,1a7e87c9-7ba7-4b62-9b9a-eefcec2acca4
1155193892,CAPA PROTETORA DE POEIRA,dde488a8-6c13-446d-a679-e1f202220125
1155193899,CAPA PROTETORA DO RELE,dde488a8-6c13-446d-a679-e1f202220126
1155193904,CARCACA DO MOTOR LD,dde488a8-6c13-446d-a679-e1f202240029
1155193908,CARCACA DO MOTOR LE ,dde488a8-6c13-446d-a679-e1f202240028
1155193914,CARENAGEM DE PLASTICO DO FAROL PRETO,8bf9180d-4bd6-4e76-9179-654cc2b1dbe9
1155193921,CARENAGEM FRONTAL INTERNA DO FAROL,cbcefc9a-1645-4144-929b-a981782afdc8
1155193926,CARENAGEM LATERAL EXTERNA DIREITA,dde488a8-6c13-446d-a679-e1f202220131
1155193932,CARENAGEM LATERAL EXTERNA ESQUERDA,0daf37cb-4152-444a-af70-3603e01c75f8
1155193940,CARENAGEM LATERAL INTERNA DIREITA,b12d34b6-7a63-4ff2-bc75-273ef28e9db2
1155193947,CARENAGEM LATERAL INTERNA ESQUERDA,dde488a8-6c13-446d-a679-e1f202220128
1155193953,CARREGADOR DE CELULAR,00b5f4f6-3ee8-470d-9197-af5f010d485b
1155193958,CARTER DIREITO,4acbd3ef-5aeb-4183-ad53-211bbc03d9ee
1155193962,CASE DA CAIXA DE AR,4578aa0f-d1dd-4d03-8b96-c0e70043f93b
1155193967,CAVALETE LATERAL,dde488a8-6c13-446d-a679-e1f202220132
1155193972,CHAPINHA ANTI GRAU,dde488a8-6c13-446d-a679-e1f202240122
1155193977,CHASSI DE ACO PRINCIPAL PRETO,dde488a8-6c13-446d-a679-e1f202220133
1155193980,CHAVE CASTELO PORCA EMBREAGEM SPORT,41d02658-ce80-4e6c-9d81-197f8a8415aa
1155193984,CHAVE DO TANQUE - AL,ca4fddf5-1219-46b9-810e-c641c9807766
1155193988,CHAVE IGNICAO SPORT (CONTATO),4ddbe3f9-6554-428f-912f-f9d0f4d773a0
1155193993,CHAVE MOTTU SPORT - 4001,f2d2cd6b-0d4f-41a4-8222-944386aded4e
1155193998,CHAVE MOTTU SPORT - 4002,9b8c631d-dccf-4964-900a-3f9464004d0d
